Date, Price
Nov 25, 2016:19.84
Dec 24, 2012;19.02
Dec 21, 2012;19.25
Dec 20, 2012;19.25
Dec 19, 2012;19.23
Dec 18, 2012;19.39
Dec 17, 2012;19.41
Dec 14, 2012;19.01
Dec 13, 2012;18.54
Dec 12, 2012;18.54
Dec 11, 2012;18.88
Dec 10, 2012;18.76
Dec 07, 2012;19.21
Dec 06, 2012;19.36
Dec 05, 2012;19.57
Dec 04, 2012;19.44
Dec 03, 2012;19.75
Dec 02, 2012;19.33
Nov 30, 2012;19.34
Nov 29, 2012;19.34
Nov 28, 2012;19.16
Nov 27, 2012;19.23
Nov 26, 2012;19.15
Nov 23, 2012;19.14
Nov 21, 2012;19.64
Nov 20, 2012;19.90
Nov 19, 2012;19.94
Nov 16, 2012;19.15
Nov 15, 2012;19.04
Nov 14, 2012;19.24
Nov 13, 2012;19.35
Nov 12, 2012;19.36
Nov 09, 2012;19.06
Nov 08, 2012;18.84
Nov 07, 2012;18.95
Nov 06, 2012;19.59
Nov 05, 2012;19.33
Nov 02, 2012;19.45
Nov 01, 2012;19.38
Oct 31, 2012;19.46
Oct 30, 2012;19.56
Oct 29, 2012;19.41
Oct 26, 2012;19.35
Oct 25, 2012;19.53
Oct 24, 2012;19.68
Oct 23, 2012;19.65
Oct 22, 2012;20.06
Oct 19, 2012;20.23
Oct 18, 2012;19.79
Oct 17, 2012;20.11
Oct 16, 2012;20.17
Oct 15, 2012;19.85
Oct 14, 2012;20.14
Oct 12, 2012;20.05
Oct 11, 2012;20.45
Oct 10, 2012;21.26
Oct 09, 2012;21.47
Oct 08, 2012;21.42
Oct 07, 2012;21.54
Oct 05, 2012;21.54
Oct 04, 2012;21.60
Oct 03, 2012;21.58
Oct 02, 2012;21.59
Oct 01, 2012;21.13
Sep 28, 2012;19.58
Sep 27, 2012;19.60
Sep 26, 2012;19.57
Sep 25, 2012;19.86
Sep 24, 2012;19.50
Sep 21, 2012;19.38
Sep 20, 2012;19.21
Sep 19, 2012;18.96
Sep 18, 2012;19.44
Sep 17, 2012;20.03
Sep 16, 2012;19.90
Sep 14, 2012;19.91
Sep 13, 2012;19.71
Sep 12, 2012;19.72
Sep 11, 2012;19.44
Sep 10, 2012;19.43
Sep 07, 2012;19.38
Sep 06, 2012;18.87
Sep 05, 2012;19.01
Sep 04, 2012;19.34
Aug 31, 2012;19.78
Aug 30, 2012;19.75
Aug 29, 2012;19.76
Aug 28, 2012;20.13
Aug 27, 2012;19.56
Aug 26, 2012;19.72
Aug 24, 2012;19.58
Aug 23, 2012;19.59
Aug 22, 2012;19.94
Aug 21, 2012;19.78
Aug 20, 2012;20.50
Aug 17, 2012;20.18
Aug 16, 2012;20.15
Aug 15, 2012;20.29
Aug 14, 2012;20.32
Aug 13, 2012;20.39
Aug 10, 2012;20.74
Aug 09, 2012;20.80
Aug 08, 2012;21.09
Aug 07, 2012;21.42
Aug 06, 2012;21.83
Aug 03, 2012;22.00
Aug 02, 2012;22.04
Aug 01, 2012;22.56
Jul 31, 2012;22.64
Jul 30, 2012;22.80
Jul 27, 2012;22.52
Jul 26, 2012;22.50
Jul 25, 2012;23.57
Jul 24, 2012;23.49
Jul 23, 2012;23.89
Jul 20, 2012;23.92
Jul 19, 2012;23.25
Jul 18, 2012;22.95
Jul 17, 2012;22.79
Jul 16, 2012;22.77
Jul 13, 2012;22.73
Jul 12, 2012;22.46
Jul 11, 2012;22.88
Jul 10, 2012;22.49
Jul 09, 2012;22.70
Jul 06, 2012;22.25
Jul 05, 2012;21.92
Jul 03, 2012;21.98
Jul 02, 2012;21.40
Jul 01, 2012;21.07
Jun 29, 2012;21.81
Jun 28, 2012;21.21
Jun 27, 2012;21.42
Jun 26, 2012;20.53
Jun 25, 2012;20.30
Jun 22, 2012;20.24
Jun 21, 2012;21.39
Jun 20, 2012;21.74
Jun 19, 2012;21.57
Jun 18, 2012;20.86
Jun 15, 2012;20.84
Jun 14, 2012;19.97
Jun 13, 2012;19.92
Jun 12, 2012;20.36
Jun 11, 2012;20.47
Jun 08, 2012;19.98
Jun 07, 2012;19.76
Jun 06, 2012;19.90
Jun 05, 2012;19.06
Jun 04, 2012;18.90
Jun 01, 2012;19.09
May 31, 2012;19.42
May 30, 2012;19.48
May 29, 2012;19.53
May 25, 2012;19.62
May 24, 2012;19.58
May 23, 2012;19.51
May 22, 2012;19.80
May 21, 2012;20.38
May 18, 2012;20.47
May 17, 2012;20.86
May 16, 2012;20.73
May 15, 2012;20.40
May 14, 2012;20.27
May 11, 2012;20.22
May 10, 2012;20.45
May 09, 2012;20.38
May 08, 2012;20.37
May 07, 2012;21.05
May 04, 2012;20.81
May 03, 2012;20.65
May 02, 2012;20.55
May 01, 2012;20.95
Apr 30, 2012;21.17
Apr 27, 2012;21.22
Apr 26, 2012;21.32
Apr 25, 2012;22.04
Apr 24, 2012;22.00
Apr 23, 2012;21.91
Apr 20, 2012;21.93
Apr 19, 2012;22.05
Apr 18, 2012;22.34
Apr 17, 2012;23.02
Apr 16, 2012;22.90
Apr 13, 2012;23.37
Apr 12, 2012;24.22
Apr 11, 2012;23.95
Apr 10, 2012;23.87
Apr 09, 2012;24.43
Apr 05, 2012;24.58
Apr 04, 2012;24.42
Apr 03, 2012;24.25
Apr 02, 2012;24.58
Mar 30, 2012;24.71
Mar 29, 2012;24.60
Mar 28, 2012;24.26
Mar 27, 2012;24.30
Mar 26, 2012;24.78
Mar 23, 2012;25.63
Mar 22, 2012;25.91
Mar 21, 2012;25.33
Mar 20, 2012;25.61
Mar 19, 2012;25.66
Mar 16, 2012;25.41
Mar 15, 2012;25.50
Mar 14, 2012;24.44
Mar 13, 2012;24.13
Mar 12, 2012;23.77
Mar 09, 2012;23.66
Mar 08, 2012;23.96
Mar 07, 2012;23.92
Mar 06, 2012;24.05
Mar 05, 2012;24.68
Mar 02, 2012;24.96
Mar 01, 2012;24.85
Feb 29, 2012;25.66
Feb 28, 2012;26.09
Feb 27, 2012;26.50
Feb 24, 2012;26.19
Feb 23, 2012;25.94
Feb 22, 2012;25.76
Feb 21, 2012;25.35
Feb 17, 2012;24.62
Feb 16, 2012;24.59
Feb 15, 2012;24.49
Feb 14, 2012;24.25
Feb 13, 2012;24.64
Feb 10, 2012;24.67
Feb 09, 2012;24.53
Feb 08, 2012;24.48
Feb 07, 2012;24.40
Feb 06, 2012;24.50
Feb 03, 2012;23.94
Feb 02, 2012;23.48
Feb 01, 2012;23.59
Jan 31, 2012;23.64
Jan 30, 2012;23.85
Jan 27, 2012;24.21
Jan 26, 2012;24.73
Jan 25, 2012;24.51
Jan 24, 2012;24.89
Jan 23, 2012;24.96
Jan 20, 2012;24.89
Jan 19, 2012;24.61
Jan 18, 2012;24.00
Jan 17, 2012;23.86
Jan 13, 2012;23.84
Jan 12, 2012;23.27
Jan 11, 2012;23.69
Jan 10, 2012;23.32
Jan 09, 2012;23.34
Jan 06, 2012;23.29
Jan 05, 2012;23.13
Jan 04, 2012;24.42
Jan 03, 2012;24.51
Jan 02, 2012;23.34
Dec 30, 2011;23.30
Dec 29, 2011;23.51
Dec 28, 2011;23.13
Dec 27, 2011;23.61
Dec 26, 2011;23.73
Dec 25, 2011;23.73
Dec 23, 2011;23.59
Dec 22, 2011;23.44
Dec 21, 2011;23.32
Dec 20, 2011;23.49
Dec 19, 2011;23.09
Dec 16, 2011;23.08
Dec 15, 2011;22.75
Dec 14, 2011;22.80
Dec 13, 2011;23.44
Dec 12, 2011;23.29
Dec 11, 2011;23.58
Dec 09, 2011;23.40
Dec 08, 2011;24.13
Dec 07, 2011;23.05
Dec 06, 2011;24.18
Dec 05, 2011;24.08
Dec 02, 2011;23.45
Dec 01, 2011;23.59
Nov 30, 2011;23.69
Nov 29, 2011;23.49
Nov 28, 2011;23.12
Nov 25, 2011;22.90
Nov 23, 2011;23.09
Nov 22, 2011;23.44
Nov 21, 2011;24.09
Nov 18, 2011;23.97
Nov 17, 2011;24.04
Nov 16, 2011;24.52
Nov 15, 2011;24.81
Nov 14, 2011;24.75
Nov 11, 2011;25.00
Nov 10, 2011;25.39
Nov 09, 2011;25.36
Nov 08, 2011;25.91
Nov 07, 2011;25.32
Nov 04, 2011;25.57
Nov 03, 2011;25.65
Nov 02, 2011;25.42
Nov 01, 2011;25.34
Oct 31, 2011;25.77
Oct 28, 2011;26.15
Oct 27, 2011;26.86
Oct 26, 2011;26.35
Oct 25, 2011;26.94
Oct 24, 2011;27.10
Oct 21, 2011;26.48
Oct 20, 2011;26.80
Oct 19, 2011;26.97
Oct 18, 2011;27.85
Oct 17, 2011;27.79
Oct 14, 2011;27.93
Oct 13, 2011;26.91
Oct 12, 2011;26.01
Oct 11, 2011;25.94
Oct 10, 2011;26.28
Oct 07, 2011;25.16
Oct 06, 2011;24.64
Oct 05, 2011;24.80
Oct 04, 2011;24.69
Oct 03, 2011;24.85
Sep 30, 2011;26.34
Sep 29, 2011;26.85
Sep 28, 2011;25.68
Sep 27, 2011;26.04
Sep 26, 2011;25.09
Sep 23, 2011;24.84
Sep 22, 2011;25.67
Sep 21, 2011;26.83
Sep 20, 2011;27.59
Sep 19, 2011;27.83
Sep 16, 2011;27.52
Sep 15, 2011;29.50
Sep 14, 2011;29.70
Sep 13, 2011;29.41
Sep 12, 2011;29.57
Sep 09, 2011;29.05
Sep 08, 2011;28.73
Sep 07, 2011;28.41
Sep 06, 2011;28.29
Sep 05, 2011;29.25
Sep 02, 2011;29.18
Sep 01, 2011;29.59
Aug 31, 2011;29.68
Aug 30, 2011;29.62
Aug 29, 2011;29.89
Aug 26, 2011;30.22
Aug 25, 2011;29.66
Aug 24, 2011;30.18
Aug 23, 2011;30.82
Aug 22, 2011;30.79
Aug 19, 2011;30.96
Aug 18, 2011;29.12
Aug 17, 2011;29.49
Aug 16, 2011;28.04
Aug 15, 2011;27.48
Aug 12, 2011;27.84
Aug 11, 2011;28.08
Aug 10, 2011;27.62
Aug 09, 2011;27.49
Aug 08, 2011;26.98
Aug 05, 2011;27.54
Aug 04, 2011;27.79
Aug 03, 2011;27.69
Aug 02, 2011;28.16
Aug 01, 2011;28.97
Jul 29, 2011;29.81
Jul 28, 2011;29.92
Jul 27, 2011;31.13
Jul 26, 2011;30.94
Jul 25, 2011;30.74
Jul 22, 2011;31.34
Jul 21, 2011;29.85
Jul 20, 2011;28.92
Jul 19, 2011;28.78
Jul 18, 2011;28.94
Jul 15, 2011;28.97
Jul 14, 2011;29.02
Jul 13, 2011;30.24
Jul 12, 2011;30.49
Jul 11, 2011;28.92
Jul 08, 2011;29.36
Jul 07, 2011;29.52
Jul 06, 2011;27.68
Jul 05, 2011;27.60
Jul 04, 2011;27.32
Jul 01, 2011;27.25
Jun 30, 2011;28.36
Jun 29, 2011;29.28
Jun 28, 2011;29.28
Jun 27, 2011;27.80
Jun 24, 2011;27.54
Jun 23, 2011;27.58
Jun 22, 2011;27.23
Jun 21, 2011;27.49
Jun 20, 2011;27.47
Jun 17, 2011;26.37
Jun 16, 2011;25.92
Jun 15, 2011;25.08
Jun 14, 2011;25.15
Jun 13, 2011;25.59
Jun 10, 2011;25.64
Jun 09, 2011;24.84
Jun 08, 2011;24.95
Jun 07, 2011;24.35
Jun 06, 2011;23.59
Jun 03, 2011;23.95
Jun 02, 2011;23.52
Jun 01, 2011;22.46
May 31, 2011;23.18
May 27, 2011;22.99
May 26, 2011;22.69
May 25, 2011;22.64
May 24, 2011;21.91
May 23, 2011;21.51
May 20, 2011;22.41
May 19, 2011;21.82
May 18, 2011;22.85
May 17, 2011;21.93
May 16, 2011;21.77
May 13, 2011;21.45
May 12, 2011;21.33
May 11, 2011;20.94
May 10, 2011;21.87
May 09, 2011;20.96
May 06, 2011;20.47
May 05, 2011;20.86
May 04, 2011;21.35
May 03, 2011;22.05
May 02, 2011;21.87
Apr 29, 2011;23.38
Apr 28, 2011;23.92
Apr 27, 2011;24.55
Apr 26, 2011;24.94
Apr 25, 2011;25.07
Apr 22, 2011;25.48
Apr 21, 2011;25.48
Apr 20, 2011;25.20
Apr 19, 2011;24.27
Apr 18, 2011;24.40
Apr 15, 2011;24.59
Apr 14, 2011;24.44
Apr 13, 2011;24.79
Apr 12, 2011;25.58
Apr 11, 2011;26.04
Apr 08, 2011;25.66
Apr 07, 2011;26.50
Apr 06, 2011;26.71
Apr 05, 2011;27.55
Apr 04, 2011;28.00
Apr 01, 2011;27.44
Mar 31, 2011;27.11
Mar 30, 2011;27.21
Mar 29, 2011;27.02
Mar 28, 2011;27.05
Mar 25, 2011;27.86
Mar 24, 2011;27.45
Mar 23, 2011;26.58
Mar 22, 2011;27.16
Mar 21, 2011;27.48
Mar 18, 2011;27.71
Mar 17, 2011;26.74
Mar 16, 2011;25.85
Mar 15, 2011;25.65
Mar 14, 2011;27.79
Mar 11, 2011;28.86
Mar 10, 2011;28.71
Mar 09, 2011;30.42
Mar 08, 2011;30.70
Mar 07, 2011;29.99
Mar 04, 2011;29.88
Mar 03, 2011;30.59
Mar 02, 2011;30.38
Mar 01, 2011;29.26
Feb 28, 2011;32.51
Feb 25, 2011;31.52
Feb 24, 2011;30.22
Feb 23, 2011;29.94
Feb 22, 2011;30.96
Feb 18, 2011;31.02
Feb 17, 2011;31.26
Feb 16, 2011;31.77
Feb 15, 2011;30.82
Feb 14, 2011;30.91
Feb 11, 2011;31.30
Feb 10, 2011;32.05
Feb 09, 2011;31.50
Feb 08, 2011;31.16
Feb 07, 2011;32.68
Feb 04, 2011;32.64
Feb 03, 2011;32.04
Feb 02, 2011;35.31
Feb 01, 2011;33.96
Jan 31, 2011;33.97
Jan 28, 2011;33.94
Jan 27, 2011;34.18
Jan 26, 2011;33.13
Jan 25, 2011;31.84
Jan 24, 2011;32.31
Jan 23, 2011;32.36
Jan 21, 2011;32.33
Jan 20, 2011;31.31
Jan 19, 2011;31.18
Jan 18, 2011;31.12
Jan 17, 2011;30.77
Jan 14, 2011;30.89
Jan 13, 2011;32.06
Jan 12, 2011;32.02
Jan 11, 2011;32.75
Jan 10, 2011;31.74
Jan 07, 2011;31.53
Jan 06, 2011;30.24
Jan 05, 2011;32.20
Jan 04, 2011;31.00
Jan 03, 2011;31.98
Dec 31, 2010;32.12
Dec 30, 2010;30.38
Dec 29, 2010;33.83
Dec 28, 2010;34.39
Dec 27, 2010;33.64
Dec 24, 2010;33.86
Dec 23, 2010;33.98
Dec 22, 2010;33.13
Dec 21, 2010;33.02
Dec 20, 2010;32.96
Dec 17, 2010;32.50
Dec 16, 2010;31.00
Dec 15, 2010;31.11
Dec 14, 2010;30.78
Dec 13, 2010;30.49
Dec 12, 2010;29.17
Dec 10, 2010;29.13
Dec 09, 2010;28.71
Dec 08, 2010;28.98
Dec 07, 2010;28.41
Dec 06, 2010;29.01
Dec 03, 2010;29.50
Dec 02, 2010;28.45
Dec 01, 2010;28.37
Nov 30, 2010;27.55
Nov 29, 2010;28.35
Nov 26, 2010;28.25
Nov 24, 2010;27.95
Nov 23, 2010;27.33
Nov 22, 2010;26.50
Nov 19, 2010;26.15
Nov 18, 2010;28.15
Nov 17, 2010;26.47
Nov 16, 2010;26.31
Nov 15, 2010;27.03
Nov 12, 2010;26.21
Nov 11, 2010;29.66
Nov 10, 2010;32.81
Nov 09, 2010;33.11
Nov 08, 2010;31.88
Nov 05, 2010;31.76
Nov 04, 2010;31.66
Nov 03, 2010;30.15
Nov 02, 2010;30.12
Nov 01, 2010;29.45
Oct 29, 2010;29.12
Oct 28, 2010;28.71
Oct 27, 2010;28.59
Oct 26, 2010;27.96
Oct 25, 2010;28.50
Oct 22, 2010;28.22
Oct 21, 2010;28.35
Oct 20, 2010;28.81
Oct 19, 2010;28.33
Oct 18, 2010;27.58
Oct 15, 2010;27.06
Oct 14, 2010;27.94
Oct 13, 2010;27.50
Oct 12, 2010;27.45
Oct 11, 2010;26.59
Oct 08, 2010;26.32
Oct 07, 2010;25.16
Oct 06, 2010;23.54
Oct 05, 2010;23.74
Oct 04, 2010;22.99
Oct 01, 2010;23.36
Sep 30, 2010;25.30
Sep 29, 2010;26.82
Sep 28, 2010;26.84
Sep 27, 2010;26.09
Sep 24, 2010;25.44
Sep 23, 2010;24.70
Sep 22, 2010;24.31
Sep 21, 2010;23.79
Sep 20, 2010;24.29
Sep 17, 2010;24.61
Sep 16, 2010;24.48
Sep 15, 2010;23.82
Sep 14, 2010;24.36
Sep 13, 2010;23.34
Sep 12, 2010;22.61
Sep 10, 2010;22.73
Sep 09, 2010;22.43
Sep 08, 2010;21.38
Sep 07, 2010;21.45
Sep 06, 2010;20.74
Sep 05, 2010;20.74
Sep 03, 2010;20.60
Sep 02, 2010;20.81
Sep 01, 2010;20.49
Aug 31, 2010;19.75
Aug 30, 2010;19.81
Aug 29, 2010;19.95
Aug 27, 2010;19.96
Aug 26, 2010;19.27
Aug 25, 2010;20.03
Aug 24, 2010;20.16
Aug 23, 2010;20.07
Aug 22, 2010;19.84
Aug 20, 2010;19.95
Aug 19, 2010;19.48
Aug 18, 2010;19.60
Aug 17, 2010;19.38
Aug 16, 2010;18.94
Aug 15, 2010;19.35
Aug 13, 2010;19.42
Aug 12, 2010;18.97
Aug 11, 2010;18.26
Aug 10, 2010;18.56
Aug 09, 2010;17.73
Aug 08, 2010;17.88
Aug 06, 2010;18.24
Aug 05, 2010;18.29
Aug 04, 2010;18.88
Aug 03, 2010;18.59
Aug 02, 2010;19.40
Aug 01, 2010;17.66
Jul 30, 2010;19.57
Jul 29, 2010;19.50
Jul 28, 2010;18.87
Jul 27, 2010;18.42
Jul 26, 2010;18.62
Jul 25, 2010;18.35
Jul 23, 2010;18.26
Jul 22, 2010;18.30
Jul 21, 2010;17.47
Jul 20, 2010;17.28
Jul 19, 2010;17.61
Jul 18, 2010;17.20
Jul 16, 2010;17.11
Jul 15, 2010;17.39
Jul 14, 2010;16.97
Jul 13, 2010;17.17
Jul 12, 2010;17.10
Jul 11, 2010;16.73
Jul 09, 2010;16.61
Jul 08, 2010;17.09
Jul 07, 2010;17.06
Jul 06, 2010;16.69
Jul 05, 2010;17.10
Jul 04, 2010;16.44
Jul 02, 2010;16.70
Jul 01, 2010;16.28
Jun 30, 2010;18.03
Jun 29, 2010;17.58
Jun 28, 2010;17.19
Jun 25, 2010;17.29
Jun 24, 2010;16.82
Jun 23, 2010;16.25
Jun 22, 2010;16.21
Jun 21, 2010;16.18
Jun 18, 2010;15.58
Jun 17, 2010;15.79
Jun 16, 2010;16.27
Jun 15, 2010;16.18
Jun 14, 2010;16.05
Jun 13, 2010;15.62
Jun 11, 2010;15.83
Jun 10, 2010;15.36
Jun 09, 2010;15.16
Jun 08, 2010;14.88
Jun 07, 2010;14.33
Jun 04, 2010;14.52
Jun 03, 2010;13.99
Jun 02, 2010;13.94
Jun 01, 2010;14.40
May 31, 2010;14.25
May 28, 2010;14.19
May 27, 2010;14.92
May 26, 2010;15.36
May 25, 2010;15.25
May 24, 2010;15.19
May 21, 2010;15.65
May 20, 2010;14.99
May 19, 2010;14.93
May 18, 2010;14.80
May 17, 2010;13.89
May 16, 2010;13.93
May 14, 2010;14.13
May 13, 2010;14.66
May 12, 2010;14.67
May 11, 2010;13.91
May 10, 2010;14.18
May 07, 2010;13.75
May 06, 2010;13.67
May 05, 2010;14.41
May 04, 2010;14.51
May 03, 2010;14.98
Apr 30, 2010;15.05
Apr 29, 2010;15.10
Apr 28, 2010;14.63
Apr 27, 2010;15.12
Apr 26, 2010;15.69
Apr 25, 2010;15.99
Apr 23, 2010;15.66
Apr 22, 2010;16.07
Apr 21, 2010;16.55
Apr 20, 2010;16.46
Apr 19, 2010;16.91
Apr 16, 2010;15.95
Apr 15, 2010;16.85
Apr 14, 2010;17.53
Apr 13, 2010;16.98
Apr 12, 2010;16.54
Apr 09, 2010;16.39
Apr 08, 2010;15.92
Apr 07, 2010;16.16
Apr 06, 2010;15.89
Apr 05, 2010;16.40
Apr 01, 2010;16.70
Mar 31, 2010;16.59
Mar 30, 2010;17.88
Mar 29, 2010;17.51
Mar 26, 2010;17.00
Mar 25, 2010;17.05
Mar 24, 2010;17.67
Mar 23, 2010;16.57
Mar 22, 2010;17.84
Mar 19, 2010;18.64
Mar 18, 2010;19.03
Mar 17, 2010;18.33
Mar 16, 2010;18.24
Mar 15, 2010;19.39
Mar 12, 2010;19.67
Mar 11, 2010;19.27
Mar 10, 2010;19.69
Mar 09, 2010;20.32
Mar 08, 2010;21.57
Mar 05, 2010;22.19
Mar 04, 2010;21.67
Mar 03, 2010;22.05
Mar 02, 2010;22.64
Mar 01, 2010;22.26
Feb 26, 2010;24.13
Feb 25, 2010;24.45
Feb 24, 2010;25.11
Feb 23, 2010;24.37
Feb 22, 2010;24.79
Feb 19, 2010;26.80
Feb 18, 2010;26.47
Feb 17, 2010;26.12
Feb 16, 2010;27.36
Feb 12, 2010;26.95
Feb 11, 2010;27.53
Feb 10, 2010;26.64
Feb 09, 2010;27.07
Feb 08, 2010;26.60
Feb 05, 2010;26.17
Feb 04, 2010;27.64
Feb 03, 2010;28.58
Feb 02, 2010;29.40
Feb 01, 2010;29.28
Jan 31, 2010;29.59
Jan 29, 2010;29.90
Jan 28, 2010;29.00
Jan 27, 2010;28.36
Jan 26, 2010;29.30
Jan 25, 2010;29.80
Jan 22, 2010;28.78
Jan 21, 2010;29.26
Jan 20, 2010;29.11
Jan 19, 2010;28.98
Jan 18, 2010;27.80
Jan 15, 2010;27.62
Jan 14, 2010;27.76
Jan 13, 2010;28.04
Jan 12, 2010;27.36
Jan 11, 2010;26.75
Jan 08, 2010;27.53
Jan 07, 2010;28.00
Jan 06, 2010;28.41
Jan 05, 2010;27.64
Jan 04, 2010;27.62
