Date, Index
Dec 31, 2012;79.87
Dec 28, 2012;79.78
Dec 27, 2012;79.72
Dec 26, 2012;79.70
Dec 24, 2012;79.75
Dec 21, 2012;79.71
Dec 20, 2012;79.31
Dec 19, 2012;79.31
Dec 18, 2012;79.39
Dec 17, 2012;79.51
Dec 14, 2012;79.56
Dec 13, 2012;79.91
Dec 12, 2012;79.81
Dec 11, 2012;80.05
Dec 10, 2012;80.33
Dec 07, 2012;80.40
Dec 06, 2012;80.25
Dec 05, 2012;79.76
Dec 04, 2012;79.63
Dec 03, 2012;79.87
Nov 30, 2012;80.16
Nov 29, 2012;80.21
Nov 28, 2012;80.35
Nov 27, 2012;80.43
Nov 26, 2012;80.27
Nov 23, 2012;80.24
Nov 22, 2012;80.97
Nov 21, 2012;80.97
Nov 20, 2012;81.00
Nov 19, 2012;80.92
Nov 16, 2012;81.31
Nov 15, 2012;81.14
Nov 14, 2012;81.10
Nov 13, 2012;81.14
Nov 12, 2012;81.11
Nov 09, 2012;81.10
Nov 08, 2012;80.89
Nov 07, 2012;80.87
Nov 06, 2012;80.72
Nov 05, 2012;80.84
Nov 02, 2012;80.68
Nov 01, 2012;80.14
Oct 31, 2012;79.99
Oct 30, 2012;79.99
Oct 29, 2012;80.32
Oct 26, 2012;80.16
Oct 25, 2012;80.12
Oct 24, 2012;80.02
Oct 23, 2012;80.08
Oct 22, 2012;79.74
Oct 19, 2012;79.69
Oct 18, 2012;79.42
Oct 17, 2012;79.06
Oct 16, 2012;79.46
Oct 15, 2012;79.81
Oct 12, 2012;79.74
Oct 11, 2012;79.86
Oct 10, 2012;80.02
Oct 09, 2012;80.07
Oct 08, 2012;79.62
Oct 05, 2012;79.43
Oct 04, 2012;79.44
Oct 03, 2012;80.06
Oct 02, 2012;79.83
Oct 01, 2012;79.91
Sep 28, 2012;80.03
Sep 27, 2012;79.59
Sep 26, 2012;79.95
Sep 25, 2012;79.61
Sep 24, 2012;79.58
Sep 21, 2012;79.40
Sep 20, 2012;79.48
Sep 19, 2012;79.13
Sep 18, 2012;79.35
Sep 17, 2012;78.84
Sep 14, 2012;78.84
Sep 13, 2012;79.24
Sep 12, 2012;79.72
Sep 11, 2012;79.84
Sep 10, 2012;80.34
Sep 07, 2012;80.23
Sep 06, 2012;81.03
Sep 05, 2012;81.23
Sep 04, 2012;81.32
Sep 03, 2012;81.22
Aug 31, 2012;81.22
Aug 30, 2012;81.71
Aug 29, 2012;81.56
Aug 28, 2012;81.38
Aug 27, 2012;81.69
Aug 24, 2012;81.60
Aug 23, 2012;81.36
Aug 22, 2012;81.50
Aug 21, 2012;81.92
Aug 20, 2012;82.50
Aug 17, 2012;82.66
Aug 16, 2012;82.42
Aug 15, 2012;82.71
Aug 14, 2012;82.53
Aug 13, 2012;82.49
Aug 10, 2012;82.63
Aug 09, 2012;82.71
Aug 08, 2012;82.44
Aug 07, 2012;82.25
Aug 06, 2012;82.30
Aug 03, 2012;82.45
Aug 02, 2012;83.45
Aug 01, 2012;83.18
Jul 31, 2012;82.71
Jul 30, 2012;82.87
Jul 27, 2012;82.77
Jul 26, 2012;82.86
Jul 25, 2012;83.64
Jul 24, 2012;84.14
Jul 23, 2012;83.81
Jul 20, 2012;83.57
Jul 19, 2012;82.98
Jul 18, 2012;83.20
Jul 17, 2012;83.17
Jul 16, 2012;83.22
Jul 13, 2012;83.47
Jul 12, 2012;83.81
Jul 11, 2012;83.73
Jul 10, 2012;83.56
Jul 09, 2012;83.35
Jul 06, 2012;83.56
Jul 05, 2012;82.94
Jul 04, 2012;81.87
Jul 03, 2012;81.87
Jul 02, 2012;82.01
Jun 29, 2012;81.75
Jun 28, 2012;83.01
Jun 27, 2012;82.81
Jun 26, 2012;82.54
Jun 25, 2012;82.66
Jun 22, 2012;82.44
Jun 21, 2012;82.49
Jun 20, 2012;81.73
Jun 19, 2012;81.59
Jun 18, 2012;81.85
Jun 15, 2012;81.61
Jun 14, 2012;81.99
Jun 13, 2012;82.06
Jun 12, 2012;82.45
Jun 11, 2012;82.55
Jun 08, 2012;82.56
Jun 07, 2012;82.11
Jun 06, 2012;82.38
Jun 05, 2012;82.91
Jun 04, 2012;82.66
Jun 01, 2012;82.97
May 31, 2012;83.13
May 30, 2012;83.09
May 29, 2012;82.58
May 28, 2012;82.52
May 25, 2012;82.52
May 24, 2012;82.49
May 23, 2012;82.23
May 22, 2012;81.65
May 21, 2012;81.23
May 18, 2012;81.42
May 17, 2012;81.54
May 16, 2012;81.52
May 15, 2012;81.38
May 14, 2012;80.75
May 11, 2012;80.40
May 10, 2012;80.26
May 09, 2012;80.23
May 08, 2012;79.85
May 07, 2012;79.72
May 04, 2012;79.59
May 03, 2012;79.29
May 02, 2012;79.20
May 01, 2012;78.94
Apr 30, 2012;78.85
Apr 27, 2012;78.76
Apr 26, 2012;79.00
Apr 25, 2012;79.11
Apr 24, 2012;79.33
Apr 23, 2012;79.54
Apr 20, 2012;79.31
Apr 19, 2012;79.71
Apr 18, 2012;79.67
Apr 17, 2012;79.63
Apr 16, 2012;79.73
Apr 13, 2012;80.06
Apr 12, 2012;79.45
Apr 11, 2012;79.99
Apr 10, 2012;80.10
Apr 09, 2012;79.92
Apr 06, 2012;80.09
Apr 05, 2012;80.29
Apr 04, 2012;79.95
Apr 03, 2012;79.64
Apr 02, 2012;78.96
Mar 30, 2012;79.14
Mar 29, 2012;79.36
Mar 28, 2012;79.30
Mar 27, 2012;79.22
Mar 26, 2012;79.18
Mar 23, 2012;79.58
Mar 22, 2012;80.00
Mar 21, 2012;79.90
Mar 20, 2012;79.83
Mar 19, 2012;79.71
Mar 16, 2012;79.73
Mar 15, 2012;80.14
Mar 14, 2012;80.54
Mar 13, 2012;80.21
Mar 12, 2012;79.91
Mar 09, 2012;80.08
Mar 08, 2012;79.18
Mar 07, 2012;79.76
Mar 06, 2012;79.93
Mar 05, 2012;79.36
Mar 02, 2012;79.46
Mar 01, 2012;78.83
Feb 29, 2012;78.79
Feb 28, 2012;78.30
Feb 27, 2012;78.58
Feb 24, 2012;78.40
Feb 23, 2012;78.89
Feb 22, 2012;79.30
Feb 21, 2012;79.14
Feb 20, 2012;79.10
Feb 17, 2012;79.46
Feb 16, 2012;79.45
Feb 15, 2012;79.78
Feb 14, 2012;79.69
Feb 13, 2012;79.05
Feb 10, 2012;79.23
Feb 09, 2012;78.65
Feb 08, 2012;78.73
Feb 07, 2012;78.67
Feb 06, 2012;79.19
Feb 03, 2012;79.06
Feb 02, 2012;79.11
Feb 01, 2012;79.03
Jan 31, 2012;79.42
Jan 30, 2012;79.30
Jan 27, 2012;79.01
Jan 26, 2012;79.51
Jan 25, 2012;79.72
Jan 24, 2012;80.03
Jan 23, 2012;79.93
Jan 20, 2012;80.41
Jan 19, 2012;80.41
Jan 18, 2012;80.82
Jan 17, 2012;81.43
Jan 16, 2012;81.58
Jan 13, 2012;81.79
Jan 12, 2012;81.04
Jan 11, 2012;81.61
Jan 10, 2012;81.10
Jan 09, 2012;81.39
Jan 06, 2012;81.60
Jan 05, 2012;81.25
Jan 04, 2012;80.42
Jan 03, 2012;79.91
Jan 02, 2012;80.58
Dec 30, 2011;80.52
Dec 29, 2011;80.91
Dec 28, 2011;80.88
Dec 27, 2011;80.14
Dec 26, 2011;80.32
Dec 23, 2011;80.24
Dec 22, 2011;80.31
Dec 21, 2011;80.35
Dec 20, 2011;80.27
Dec 19, 2011;80.21
Dec 16, 2011;80.25
Dec 15, 2011;80.34
Dec 14, 2011;80.62
Dec 13, 2011;80.29
Dec 12, 2011;79.58
Dec 09, 2011;78.68
Dec 08, 2011;78.91
Dec 07, 2011;78.55
Dec 06, 2011;78.57
Dec 05, 2011;78.67
Dec 02, 2011;78.73
Dec 01, 2011;78.43
Nov 30, 2011;78.49
Nov 29, 2011;79.15
Nov 28, 2011;79.44
Nov 25, 2011;79.83
Nov 24, 2011;79.35
Nov 23, 2011;79.35
Nov 22, 2011;78.44
Nov 21, 2011;78.46
Nov 18, 2011;78.25
Nov 17, 2011;78.49
Nov 16, 2011;78.21
Nov 15, 2011;78.06
Nov 14, 2011;77.75
Nov 11, 2011;77.13
Nov 10, 2011;77.97
Nov 09, 2011;78.17
Nov 08, 2011;76.75
Nov 07, 2011;77.14
Nov 04, 2011;77.16
Nov 03, 2011;76.86
Nov 02, 2011;77.18
Nov 01, 2011;77.39
Oct 31, 2011;76.31
Oct 28, 2011;75.22
Oct 27, 2011;75.01
Oct 26, 2011;76.47
Oct 25, 2011;76.32
Oct 24, 2011;76.26
Oct 21, 2011;76.63
Oct 20, 2011;77.24
Oct 19, 2011;77.42
Oct 18, 2011;77.41
Oct 17, 2011;77.43
Oct 14, 2011;76.91
Oct 13, 2011;77.28
Oct 12, 2011;77.27
Oct 11, 2011;77.91
Oct 10, 2011;77.81
Oct 07, 2011;79.15
Oct 06, 2011;79.09
Oct 05, 2011;79.39
Oct 04, 2011;80.10
Oct 03, 2011;79.94
Sep 30, 2011;79.08
Sep 29, 2011;78.60
Sep 28, 2011;78.43
Sep 27, 2011;78.03
Sep 26, 2011;79.06
Sep 23, 2011;79.23
Sep 22, 2011;79.10
Sep 21, 2011;77.86
Sep 20, 2011;77.53
Sep 19, 2011;77.44
Sep 16, 2011;76.59
Sep 15, 2011;76.27
Sep 14, 2011;76.88
Sep 13, 2011;77.00
Sep 12, 2011;77.67
Sep 09, 2011;77.30
Sep 08, 2011;76.35
Sep 07, 2011;75.57
Sep 06, 2011;76.06
Sep 05, 2011;75.22
Sep 02, 2011;74.84
Sep 01, 2011;74.56
Aug 31, 2011;74.17
Aug 30, 2011;74.00
Aug 29, 2011;73.78
Aug 26, 2011;73.87
Aug 25, 2011;74.36
Aug 24, 2011;74.09
Aug 23, 2011;73.96
Aug 22, 2011;74.17
Aug 19, 2011;74.11
Aug 18, 2011;74.31
Aug 17, 2011;73.76
Aug 16, 2011;74.09
Aug 15, 2011;73.93
Aug 12, 2011;74.74
Aug 11, 2011;74.81
Aug 10, 2011;74.77
Aug 09, 2011;74.72
Aug 08, 2011;74.94
Aug 05, 2011;74.80
Aug 04, 2011;75.36
Aug 03, 2011;74.20
Aug 02, 2011;74.67
Aug 01, 2011;74.46
Jul 29, 2011;74.04
Jul 28, 2011;74.39
Jul 27, 2011;74.27
Jul 26, 2011;73.63
Jul 25, 2011;74.25
Jul 22, 2011;74.41
Jul 21, 2011;74.23
Jul 20, 2011;75.09
Jul 19, 2011;75.51
Jul 18, 2011;75.79
Jul 15, 2011;75.52
Jul 14, 2011;75.56
Jul 13, 2011;75.55
Jul 12, 2011;76.23
Jul 11, 2011;76.37
Jul 08, 2011;75.51
Jul 07, 2011;75.26
Jul 06, 2011;75.44
Jul 05, 2011;74.98
Jul 04, 2011;74.57
Jul 01, 2011;74.67
Jun 30, 2011;74.64
Jun 29, 2011;75.07
Jun 28, 2011;75.49
Jun 27, 2011;75.83
Jun 24, 2011;76.21
Jun 23, 2011;75.90
Jun 22, 2011;75.19
Jun 21, 2011;74.93
Jun 20, 2011;75.50
Jun 17, 2011;75.46
Jun 16, 2011;76.22
Jun 15, 2011;76.07
Jun 14, 2011;74.69
Jun 13, 2011;74.60
Jun 10, 2011;74.80
Jun 09, 2011;74.20
Jun 08, 2011;73.94
Jun 07, 2011;73.53
Jun 06, 2011;74.00
Jun 03, 2011;73.81
Jun 02, 2011;74.38
Jun 01, 2011;74.73
May 31, 2011;74.70
May 30, 2011;75.03
May 27, 2011;75.02
May 26, 2011;75.63
May 25, 2011;76.03
May 24, 2011;76.02
May 23, 2011;76.23
May 20, 2011;75.58
May 19, 2011;75.28
May 18, 2011;75.63
May 17, 2011;75.55
May 16, 2011;75.65
May 13, 2011;75.94
May 12, 2011;75.42
May 11, 2011;75.52
May 10, 2011;74.78
May 09, 2011;74.90
May 06, 2011;75.08
May 05, 2011;74.38
May 04, 2011;73.21
May 03, 2011;73.31
May 02, 2011;73.14
Apr 29, 2011;73.11
Apr 28, 2011;73.31
Apr 27, 2011;73.69
Apr 26, 2011;74.03
Apr 25, 2011;74.18
Apr 22, 2011;74.28
Apr 21, 2011;74.18
Apr 20, 2011;74.57
Apr 19, 2011;75.25
Apr 18, 2011;75.73
Apr 15, 2011;75.03
Apr 14, 2011;74.89
Apr 13, 2011;75.19
Apr 12, 2011;75.06
Apr 11, 2011;75.28
Apr 08, 2011;75.27
Apr 07, 2011;75.81
Apr 06, 2011;75.76
Apr 05, 2011;76.11
Apr 04, 2011;76.16
Apr 01, 2011;76.08
Mar 31, 2011;76.07
Mar 30, 2011;76.36
Mar 29, 2011;76.50
Mar 28, 2011;76.38
Mar 25, 2011;76.48
Mar 24, 2011;75.89
Mar 23, 2011;76.05
Mar 22, 2011;75.67
Mar 21, 2011;75.66
Mar 18, 2011;75.97
Mar 17, 2011;76.34
Mar 16, 2011;76.99
Mar 15, 2011;76.66
Mar 14, 2011;76.46
Mar 11, 2011;76.77
Mar 10, 2011;77.27
Mar 09, 2011;76.72
Mar 08, 2011;76.80
Mar 07, 2011;76.51
Mar 04, 2011;76.42
Mar 03, 2011;76.50
Mar 02, 2011;76.69
Mar 01, 2011;77.08
Feb 28, 2011;76.92
Feb 25, 2011;77.30
Feb 24, 2011;77.10
Feb 23, 2011;77.44
Feb 22, 2011;77.82
Feb 21, 2011;77.75
Feb 18, 2011;77.72
Feb 17, 2011;78.06
Feb 16, 2011;78.28
Feb 15, 2011;78.66
Feb 14, 2011;78.72
Feb 11, 2011;78.56
Feb 10, 2011;78.33
Feb 09, 2011;77.72
Feb 08, 2011;78.09
Feb 07, 2011;78.12
Feb 04, 2011;78.16
Feb 03, 2011;77.87
Feb 02, 2011;77.28
Feb 01, 2011;77.19
Jan 31, 2011;77.86
Jan 28, 2011;78.28
Jan 27, 2011;77.85
Jan 26, 2011;78.03
Jan 25, 2011;78.14
Jan 24, 2011;78.19
Jan 21, 2011;78.37
Jan 20, 2011;78.98
Jan 19, 2011;78.81
Jan 18, 2011;79.16
Jan 17, 2011;79.51
Jan 14, 2011;79.37
Jan 13, 2011;79.41
Jan 12, 2011;80.25
Jan 11, 2011;81.14
Jan 10, 2011;81.16
Jan 07, 2011;81.32
Jan 06, 2011;81.09
Jan 05, 2011;80.54
Jan 04, 2011;79.70
Jan 03, 2011;79.38
Dec 31, 2010;79.29
Dec 30, 2010;79.80
Dec 29, 2010;80.10
Dec 28, 2010;80.67
Dec 27, 2010;80.68
Dec 24, 2010;80.83
Dec 23, 2010;80.83
Dec 22, 2010;81.07
Dec 21, 2010;81.07
Dec 20, 2010;80.97
Dec 17, 2010;80.75
Dec 16, 2010;80.55
Dec 15, 2010;80.58
Dec 14, 2010;79.69
Dec 13, 2010;79.64
Dec 10, 2010;80.07
Dec 09, 2010;80.08
Dec 08, 2010;80.01
Dec 07, 2010;79.86
Dec 06, 2010;79.60
Dec 03, 2010;79.41
Dec 02, 2010;80.34
Dec 01, 2010;80.76
Nov 30, 2010;81.27
Nov 29, 2010;80.90
Nov 26, 2010;80.43
Nov 25, 2010;79.69
Nov 24, 2010;79.94
Nov 23, 2010;79.76
Nov 22, 2010;78.77
Nov 19, 2010;78.59
Nov 18, 2010;78.73
Nov 17, 2010;79.21
Nov 16, 2010;79.33
Nov 15, 2010;78.67
Nov 12, 2010;78.23
Nov 11, 2010;78.36
Nov 10, 2010;77.77
Nov 09, 2010;77.58
Nov 08, 2010;77.16
Nov 05, 2010;76.69
Nov 04, 2010;76.00
Nov 03, 2010;76.62
Nov 02, 2010;76.89
Nov 01, 2010;77.48
Oct 29, 2010;77.46
Oct 28, 2010;77.50
Oct 27, 2010;78.38
Oct 26, 2010;77.91
Oct 25, 2010;77.30
Oct 22, 2010;77.69
Oct 21, 2010;77.63
Oct 20, 2010;77.41
Oct 19, 2010;78.42
Oct 18, 2010;77.14
Oct 15, 2010;77.27
Oct 14, 2010;76.88
Oct 13, 2010;77.29
Oct 12, 2010;77.59
Oct 11, 2010;77.66
Oct 08, 2010;77.56
Oct 07, 2010;77.64
Oct 06, 2010;77.62
Oct 05, 2010;77.97
Oct 04, 2010;78.66
Oct 01, 2010;78.31
Sep 30, 2010;78.94
Sep 29, 2010;78.91
Sep 28, 2010;79.21
Sep 27, 2010;79.55
Sep 24, 2010;79.60
Sep 23, 2010;80.25
Sep 22, 2010;80.06
Sep 21, 2010;80.67
Sep 20, 2010;81.58
Sep 17, 2010;81.64
Sep 16, 2010;81.50
Sep 15, 2010;81.75
Sep 14, 2010;81.34
Sep 13, 2010;82.09
Sep 10, 2010;82.70
Sep 09, 2010;82.69
Sep 08, 2010;82.58
Sep 07, 2010;82.84
Sep 06, 2010;82.07
Sep 03, 2010;82.12
Sep 02, 2010;82.50
Sep 01, 2010;82.55
Aug 31, 2010;83.25
Aug 30, 2010;83.23
Aug 27, 2010;82.97
Aug 26, 2010;82.98
Aug 25, 2010;83.33
Aug 24, 2010;83.21
Aug 23, 2010;83.23
Aug 20, 2010;83.16
Aug 19, 2010;82.54
Aug 18, 2010;82.31
Aug 17, 2010;82.32
Aug 16, 2010;82.64
Aug 13, 2010;83.04
Aug 12, 2010;82.77
Aug 11, 2010;82.43
Aug 10, 2010;80.92
Aug 09, 2010;80.79
Aug 06, 2010;80.50
Aug 05, 2010;80.93
Aug 04, 2010;80.99
Aug 03, 2010;80.68
Aug 02, 2010;81.06
Jul 30, 2010;81.66
Jul 29, 2010;81.75
Jul 28, 2010;82.31
Jul 27, 2010;82.33
Jul 26, 2010;82.24
Jul 23, 2010;82.63
Jul 22, 2010;82.78
Jul 21, 2010;83.59
Jul 20, 2010;82.93
Jul 19, 2010;82.70
Jul 16, 2010;82.66
Jul 15, 2010;82.74
Jul 14, 2010;83.60
Jul 13, 2010;83.82
Jul 12, 2010;84.41
Jul 09, 2010;84.15
Jul 08, 2010;84.04
Jul 07, 2010;84.04
Jul 06, 2010;84.31
Jul 05, 2010;84.86
Jul 02, 2010;84.67
Jul 01, 2010;84.98
Jun 30, 2010;86.28
Jun 29, 2010;86.34
Jun 28, 2010;85.92
Jun 25, 2010;85.58
Jun 24, 2010;86.02
Jun 23, 2010;86.05
Jun 22, 2010;86.41
Jun 21, 2010;86.24
Jun 18, 2010;85.98
Jun 17, 2010;85.98
Jun 16, 2010;86.39
Jun 15, 2010;86.29
Jun 14, 2010;86.50
Jun 11, 2010;87.52
Jun 10, 2010;87.17
Jun 09, 2010;87.94
Jun 08, 2010;88.47
Jun 07, 2010;88.46
Jun 04, 2010;88.31
Jun 03, 2010;87.21
Jun 02, 2010;86.88
Jun 01, 2010;86.72
May 31, 2010;86.67
May 28, 2010;86.58
May 27, 2010;86.28
May 26, 2010;87.24
May 25, 2010;86.89
May 24, 2010;86.34
May 21, 2010;85.54
May 20, 2010;85.71
May 19, 2010;86.54
May 18, 2010;87.31
May 17, 2010;86.38
May 14, 2010;86.23
May 13, 2010;85.34
May 12, 2010;84.97
May 11, 2010;84.61
May 10, 2010;84.33
May 07, 2010;84.66
May 06, 2010;85.05
May 05, 2010;84.20
May 04, 2010;83.42
May 03, 2010;82.40
Apr 30, 2010;81.99
Apr 29, 2010;82.16
Apr 28, 2010;82.53
Apr 27, 2010;82.31
Apr 26, 2010;81.61
Apr 23, 2010;81.50
Apr 22, 2010;81.68
Apr 21, 2010;81.27
Apr 20, 2010;81.14
Apr 19, 2010;81.11
Apr 16, 2010;80.94
Apr 15, 2010;80.58
Apr 14, 2010;80.29
Apr 13, 2010;80.62
Apr 12, 2010;80.69
Apr 09, 2010;81.24
Apr 08, 2010;81.70
Apr 07, 2010;81.61
Apr 06, 2010;81.57
Apr 05, 2010;81.25
Apr 02, 2010;81.44
Apr 01, 2010;80.97
Mar 31, 2010;81.29
Mar 30, 2010;81.74
Mar 29, 2010;81.62
Mar 26, 2010;81.98
Mar 25, 2010;82.41
Mar 24, 2010;82.11
Mar 23, 2010;81.12
Mar 22, 2010;80.88
Mar 19, 2010;80.97
Mar 18, 2010;80.44
Mar 17, 2010;79.85
Mar 16, 2010;80.00
Mar 15, 2010;80.17
Mar 12, 2010;79.84
Mar 11, 2010;80.31
Mar 10, 2010;80.47
Mar 09, 2010;80.61
Mar 08, 2010;80.45
Mar 05, 2010;80.46
Mar 04, 2010;80.58
Mar 03, 2010;80.02
Mar 02, 2010;80.58
Mar 01, 2010;80.70
Feb 26, 2010;80.44
Feb 25, 2010;80.86
Feb 24, 2010;80.92
Feb 23, 2010;80.91
Feb 22, 2010;80.58
Feb 19, 2010;80.72
Feb 18, 2010;80.47
Feb 17, 2010;80.47
Feb 16, 2010;79.75
Feb 15, 2010;80.44
Feb 12, 2010;80.41
Feb 11, 2010;80.10
Feb 10, 2010;80.14
Feb 09, 2010;79.99
Feb 08, 2010;80.44
Feb 05, 2010;80.59
Feb 04, 2010;80.08
Feb 03, 2010;79.55
Feb 02, 2010;79.18
Feb 01, 2010;79.42
Jan 29, 2010;79.65
Jan 28, 2010;79.10
Jan 27, 2010;78.87
Jan 26, 2010;78.61
Jan 25, 2010;78.35
Jan 22, 2010;78.43
Jan 21, 2010;78.52
Jan 20, 2010;78.50
Jan 19, 2010;77.65
Jan 18, 2010;77.20
Jan 15, 2010;77.48
Jan 14, 2010;76.89
Jan 13, 2010;76.99
Jan 12, 2010;77.12
Jan 11, 2010;77.16
Jan 08, 2010;77.66
Jan 07, 2010;78.11
Jan 06, 2010;77.66
Jan 05, 2010;77.85
Jan 04, 2010;77.83
